Date,Open,High,Low,Close,Volume
31-Jan-11,30.70,31.13,30.37,30.39,414589
28-Jan-11,32.46,32.77,30.64,30.84,583505
27-Jan-11,31.00,33.67,30.71,32.48,1230241
26-Jan-11,29.68,31.09,29.68,31.00,579339
25-Jan-11,28.87,29.57,28.62,29.55,377848
24-Jan-11,29.04,29.39,28.68,28.91,427332
21-Jan-11,29.87,29.97,29.10,29.13,518402
20-Jan-11,30.12,30.42,29.50,29.71,368001
19-Jan-11,31.41,31.55,30.08,30.26,354670
18-Jan-11,31.16,31.83,31.07,31.38,386483
14-Jan-11,31.36,31.36,31.36,31.36,0
13-Jan-11,30.50,30.89,30.26,30.55,249217
12-Jan-11,30.76,31.68,30.11,30.45,672713
11-Jan-11,29.86,30.13,29.64,29.86,536681
10-Jan-11,28.54,29.86,28.40,29.78,722590
7-Jan-11,28.25,28.81,28.12,28.77,702270
6-Jan-11,27.87,28.63,27.77,28.24,727981
5-Jan-11,27.45,27.83,27.39,27.78,465889
4-Jan-11,27.41,27.60,26.81,27.51,602551
3-Jan-11,26.68,27.94,26.68,27.41,669588
31-Dec-10,26.87,27.08,26.47,26.53,390828
30-Dec-10,26.42,27.07,26.42,26.83,273477
29-Dec-10,26.54,26.65,26.41,26.45,174369
28-Dec-10,26.59,26.64,26.15,26.52,253152
27-Dec-10,26.17,26.58,25.91,26.55,283019
23-Dec-10,26.35,26.35,26.35,26.35,0
22-Dec-10,26.58,26.87,26.44,26.48,418881
21-Dec-10,26.90,27.07,26.54,26.59,366132
20-Dec-10,26.83,27.02,26.66,26.70,423317
17-Dec-10,26.83,27.00,25.84,26.90,1928335
16-Dec-10,27.39,27.46,26.94,27.00,502201
15-Dec-10,27.94,27.99,26.99,27.41,611434
14-Dec-10,27.27,28.08,27.17,27.93,551744
13-Dec-10,28.34,28.58,27.16,27.20,723769
10-Dec-10,28.30,28.53,28.07,28.36,386813
9-Dec-10,29.07,29.07,28.24,28.25,369802
8-Dec-10,28.73,29.03,28.59,28.76,320219
7-Dec-10,28.96,29.38,28.66,28.74,365977
6-Dec-10,28.68,28.98,28.50,28.74,235035
3-Dec-10,28.06,28.84,28.06,28.75,332714
2-Dec-10,27.95,28.29,27.91,28.23,461563
1-Dec-10,27.15,28.06,27.05,27.84,449721
30-Nov-10,26.78,27.00,26.55,26.83,695959
29-Nov-10,27.31,27.36,26.47,27.13,410379
26-Nov-10,27.40,28.01,27.40,27.62,159406
24-Nov-10,27.70,27.70,27.70,27.70,0
23-Nov-10,27.54,27.56,26.95,27.34,343493
22-Nov-10,27.93,28.33,27.24,27.80,477434
19-Nov-10,28.15,28.34,27.68,27.90,561794
18-Nov-10,27.69,28.32,27.53,28.26,541318
17-Nov-10,27.28,28.01,27.17,27.85,420815
16-Nov-10,27.04,27.37,26.63,27.28,613918
15-Nov-10,28.01,28.02,27.18,27.21,455856
12-Nov-10,27.92,28.26,27.65,27.83,513705
11-Nov-10,27.75,28.19,27.61,28.00,540185
10-Nov-10,27.51,27.98,26.85,27.97,386514
9-Nov-10,28.00,28.00,27.50,27.57,461280
8-Nov-10,27.71,28.14,27.70,27.95,460586
5-Nov-10,28.41,28.45,27.73,27.82,716923
4-Nov-10,28.73,28.90,28.13,28.25,785473
3-Nov-10,28.21,28.46,27.89,28.09,587641
2-Nov-10,28.25,28.57,27.87,28.15,821237
1-Nov-10,29.19,29.28,27.52,27.92,1295186
29-Oct-10,27.40,29.80,27.40,29.19,1529423
28-Oct-10,25.94,27.69,24.34,27.44,1729271
27-Oct-10,27.52,27.66,26.41,26.54,601398
26-Oct-10,27.93,27.93,27.31,27.70,506755
25-Oct-10,27.20,28.10,27.20,28.00,482818
22-Oct-10,27.07,27.25,26.91,27.11,401299
21-Oct-10,27.45,27.50,26.45,26.90,490359
20-Oct-10,26.42,27.45,26.32,27.27,388540
19-Oct-10,26.73,27.15,26.12,26.22,591789
18-Oct-10,26.51,27.49,26.42,27.37,525329
15-Oct-10,26.83,27.06,26.37,26.77,515573
14-Oct-10,26.60,26.95,26.22,26.52,535649
13-Oct-10,26.85,26.93,26.56,26.60,541434
12-Oct-10,26.68,26.82,26.36,26.63,641514
11-Oct-10,26.20,27.10,26.20,26.68,336382
8-Oct-10,25.55,26.34,25.55,26.22,586759
7-Oct-10,25.77,26.24,25.67,25.67,618915
6-Oct-10,26.25,26.48,25.29,25.59,567080
5-Oct-10,25.76,26.40,25.76,26.19,569140
4-Oct-10,25.59,25.97,25.28,25.48,796581
1-Oct-10,26.18,26.41,25.35,25.84,655914
30-Sep-10,26.91,27.00,25.70,25.84,873694
29-Sep-10,25.98,26.90,25.98,26.77,564404
28-Sep-10,26.02,26.18,25.60,26.15,801577
27-Sep-10,25.72,26.01,25.40,25.88,726125
24-Sep-10,25.33,26.28,25.22,25.64,1152746
23-Sep-10,24.30,25.33,24.28,24.91,1327129
22-Sep-10,24.25,24.54,24.00,24.52,1130281
21-Sep-10,23.58,24.65,23.34,24.27,1178309
20-Sep-10,22.74,23.45,22.49,23.35,880858
17-Sep-10,22.91,22.94,22.42,22.80,1315451
16-Sep-10,22.83,22.83,22.43,22.64,462341
